,trade nr.,strategy_code,entry_date,expiration,exit_date,entry_underlying,entry_vix,strikes,iv_legs,entry_price,dte,dit,pnl,max_risk,position_size,percentage,exit,dailypnls
19,20,C37_P10,2008-06-09 00:00:00,2008-08-16,2008-06-26,735.47,23.71,760/720/660,0.24/0.27/0.31,2.7,51,17,4515.0,-97825.0,43.0,4.62%,sdc,
20,21,C37_P10,2008-07-14 00:00:00,2008-09-20,2008-07-22,667.23,28.05,690/650/590,0.28/0.31/0.35,2.2,60,8,2970.0,-97900.0,44.0,3.03%,sdc,
21,22,C37_P10,2008-08-11 00:00:00,2008-10-18,2008-08-27,748.8,20.42,770/730/680,0.23/0.25/0.28,4.7,52,16,11055.0,-98825.0,67.0,11.19%,tp,
22,23,C37_P10,2008-09-15 00:00:00,2008-11-22,2008-09-19,695.27,30.1,720/680/620,0.29/0.32/0.35,1.25,64,4,230.0,-97980.0,46.0,0.23%,sdc,
23,24,C37_P10,2008-10-13 00:00:00,2008-12-20,2008-10-21,557.92,57.15,600/540/460,0.48/0.54/0.62,5.15,60,8,12090.0,-98280.0,39.0,12.30%,tp,
24,25,C37_P10,2008-11-10 00:00:00,2009-01-17,2008-11-18,492.34,61.41,530/480/400,0.52/0.58/0.68,0.85,60,8,-10560.0,-98880.0,32.0,-10.68%,sdc,
25,26,C37_P10,2008-12-15 00:00:00,2009-02-21,2008-12-22,453.66,57.09,500/440/370,0.59/0.65/0.73,8.45,61,7,16200.0,-99900.0,54.0,16.22%,tp,
26,27,C37_P10,2009-01-12 00:00:00,2009-03-21,2009-01-23,468.26,46.41,500/450/390,0.48/0.53/0.60,6.8,57,11,10915.0,-99415.0,59.0,10.98%,tp,
27,28,C37_P10,2009-02-09 00:00:00,2009-04-18,2009-02-11,467.57,43.37,500/450/400,0.42/0.47/0.53,10.15,66,2,12250.0,-99960.0,98.0,12.25%,tp,
28,29,C37_P10,2009-03-09 00:00:00,2009-05-16,2009-03-12,343.6,49.78,370/330/280,0.50/0.54/0.61,5.35,65,3,-5760.0,-98560.0,64.0,-5.84%,sdc,
29,30,C37_P10,2009-04-13 00:00:00,2009-06-20,2009-04-29,469.59,37.52,500/460/400,0.44/0.46/0.50,1.45,52,16,10580.0,-98900.0,46.0,10.70%,tp,
30,31,C37_P10,2009-05-11 00:00:00,2009-07-18,2009-05-26,502.73,32.8,530/490/440,0.38/0.41/0.44,4.7,53,15,11725.0,-98825.0,67.0,11.86%,tp,
31,32,C37_P10,2009-06-15 00:00:00,2009-08-22,2009-06-26,510.49,30.88,540/500/440,0.34/0.37/0.43,3.65,57,11,12180.0,-99540.0,42.0,12.24%,tp,
32,33,C37_P10,2009-07-13 00:00:00,2009-09-19,2009-07-20,491.76,26.31,510/480/430,0.31/0.33/0.38,0.7,61,7,4080.0,-99600.0,48.0,4.10%,sdc,
33,34,C37_P10,2009-08-10 00:00:00,2009-10-17,2009-09-04,571.56,25.29,590/560/510,0.29/0.31/0.34,0.3,43,25,11025.0,-99715.0,49.0,11.06%,tp,
34,35,C37_P10,2009-09-14 00:00:00,2009-11-21,2009-10-01,599.27,23.83,620/580/540,0.27/0.29/0.33,7.75,51,17,14720.0,-99840.0,128.0,14.74%,tp,
35,36,C37_P10,2009-10-12 00:00:00,2009-12-19,2009-10-23,613.65,23.45,640/600/550,0.27/0.29/0.33,6.05,57,11,10850.0,-99820.0,62.0,10.87%,tp,
36,37,C37_P10,2009-11-09 00:00:00,2010-01-16,2009-12-01,590.17,23.37,610/580/530,0.29/0.31/0.35,0.25,46,22,10535.0,-99470.0,49.0,10.59%,tp,
37,38,C37_P10,2009-12-14 00:00:00,2010-02-20,2009-12-24,608.54,20.81,630/590/550,0.27/0.30/0.33,7.8,58,10,-19050.0,-99695.0,127.0,-19.11%,sdc,
38,39,C37_P10,2010-01-11 00:00:00,2010-03-20,2010-01-22,644.58,17.55,660/630/590,0.24/0.25/0.28,3.2,57,11,750.0,-99375.0,75.0,0.75%,sdc,
39,40,C37_P10,2010-02-08 00:00:00,2010-04-17,2010-02-17,589.39,26.09,610/580/530,0.26/0.28/0.33,1.0,59,9,3760.0,-98935.0,47.0,3.80%,sdc,
40,41,C37_P10,2010-03-15 00:00:00,2010-05-22,2010-04-06,674.14,18.04,690/660/620,0.22/0.23/0.26,3.15,46,22,562.5,-99000.0,75.0,0.57%,sdc,
41,42,C37_P10,2010-04-12 00:00:00,2010-06-19,2010-04-22,703.91,15.6,720/690/650,0.20/0.22/0.25,3.25,58,10,-6000.0,-99750.0,75.0,-6.02%,sdc,
42,43,C37_P10,2010-05-10 00:00:00,2010-07-17,2010-05-20,684.36,29.76,710/670/600,0.30/0.33/0.39,0.9,58,10,-9760.0,-99040.0,32.0,-9.85%,sdc,
43,44,C37_P10,2010-06-14 00:00:00,2010-08-21,2010-06-23,652.42,28.46,680/630/570,0.32/0.37/0.42,6.95,59,9,11600.0,-98600.0,58.0,11.76%,tp,
44,45,C37_P10,2010-07-12 00:00:00,2010-09-18,2010-07-26,623.22,24.54,650/610/550,0.30/0.33/0.39,2.7,54,14,430.0,-97825.0,43.0,0.44%,sdc,
45,46,C37_P10,2010-08-09 00:00:00,2010-10-16,2010-08-11,659.78,22.06,680/640/590,0.27/0.31/0.35,4.8,66,2,2010.0,-99495.0,67.0,2.02%,sdc,
46,47,C37_P10,2010-09-13 00:00:00,2010-11-20,2010-10-05,653.06,21.14,680/640/580,0.26/0.29/0.34,3.0,46,22,2795.0,-99115.0,43.0,2.82%,sdc,
47,48,C37_P10,2010-10-11 00:00:00,2010-12-18,2010-11-04,694.22,19.13,720/680/620,0.26/0.29/0.34,2.75,44,24,6665.0,-98040.0,43.0,6.80%,sdc,
48,49,C37_P10,2010-11-15 00:00:00,2011-01-22,2010-12-03,721.93,19.94,745/705/650,0.26/0.28/0.32,3.8,50,18,1855.0,-99905.0,53.0,1.86%,sdc,
49,50,C37_P10,2010-12-13 00:00:00,2011-02-19,2011-01-12,774.0,17.25,795/760/705,0.22/0.24/0.28,1.9,38,30,5962.5,-98775.0,45.0,6.04%,sdc,
50,51,C37_P10,2011-01-10 00:00:00,2011-03-19,2011-01-25,792.71,17.6,820/780/720,0.22/0.25/0.29,3.55,53,15,10500.0,-99120.0,42.0,10.59%,tp,
51,52,C37_P10,2011-02-07 00:00:00,2011-04-16,2011-03-14,807.51,16.48,830/790/730,0.22/0.24/0.28,3.2,33,35,10320.0,-99975.0,43.0,10.32%,tp,
52,53,C37_P10,2011-03-14 00:00:00,2011-05-21,2011-03-30,799.66,21.1,830/780/720,0.26/0.29/0.32,7.15,52,16,-6670.0,-99760.0,58.0,-6.69%,sdc,
53,54,C37_P10,2011-04-11 00:00:00,2011-06-18,2011-04-18,832.87,16.74,860/820/760,0.22/0.25/0.28,2.3,61,7,10340.0,-98340.0,44.0,10.51%,tp,
54,55,C37_P10,2011-05-09 00:00:00,2011-07-16,2011-05-17,841.68,17.18,865/820/770,0.21/0.23/0.26,7.6,60,8,11060.0,-99935.0,79.0,11.07%,tp,
55,56,C37_P10,2011-06-13 00:00:00,2011-08-20,2011-06-28,777.57,19.49,800/760/710,0.23/0.25/0.28,5.15,53,15,-12025.0,-98800.0,65.0,-12.17%,sdc,
56,57,C37_P10,2011-07-11 00:00:00,2011-09-17,2011-07-28,834.26,18.79,860/815/760,0.21/0.24/0.28,6.5,51,17,6300.0,-99300.0,60.0,6.34%,sdc,
57,58,C37_P10,2011-08-15 00:00:00,2011-10-22,2011-08-18,715.18,31.83,745/700/620,0.31/0.36/0.43,-0.8,65,3,-8265.0,-99325.0,29.0,-8.32%,sdc,
58,59,C37_P10,2011-09-12 00:00:00,2011-11-19,2011-09-21,674.63,40.7,720/650/570,0.41/0.47/0.54,11.3,59,9,12880.0,-98210.0,46.0,13.11%,tp,
59,60,C37_P10,2011-10-10 00:00:00,2011-12-17,2011-10-24,677.47,34.33,720/660/580,0.39/0.44/0.50,5.85,54,14,-950.0,-98420.0,38.0,-0.97%,sdc,
60,61,C37_P10,2011-11-14 00:00:00,2012-01-21,2011-11-23,732.53,31.71,770/710/630,0.36/0.41/0.48,5.95,59,9,6650.0,-98800.0,38.0,6.73%,sdc,
61,62,C37_P10,2011-12-12 00:00:00,2012-02-18,2011-12-19,730.76,26.25,770/710/640,0.34/0.38/0.43,9.2,61,7,11220.0,-98175.0,51.0,11.43%,tp,
62,63,C37_P10,2012-01-09 00:00:00,2012-03-17,2012-01-25,753.61,21.02,780/740/670,0.27/0.30/0.35,-0.4,52,16,8745.0,-97845.0,33.0,8.94%,sdc,
63,64,C37_P10,2012-02-13 00:00:00,2012-04-21,2012-03-06,823.82,19.11,850/810/740,0.24/0.26/0.31,0.75,46,22,3840.0,-98560.0,32.0,3.90%,sdc,
64,65,C37_P10,2012-03-12 00:00:00,2012-05-19,2012-04-04,813.61,15.9,840/800/740,0.23/0.25/0.29,2.8,45,23,10535.0,-98255.0,43.0,10.72%,tp,
65,66,C37_P10,2012-04-09 00:00:00,2012-06-16,2012-05-01,805.34,18.16,830/790/730,0.23/0.26/0.29,2.3,46,22,9900.0,-98340.0,44.0,10.07%,tp,
66,67,C37_P10,2012-05-14 00:00:00,2012-07-21,2012-06-01,780.18,21.74,810/760/700,0.25/0.28/0.32,7.65,50,18,10360.0,-99120.0,56.0,10.45%,sdc,
67,68,C37_P10,2012-06-11 00:00:00,2012-08-18,2012-06-29,756.81,22.47,780/740/680,0.27/0.29/0.33,1.75,50,18,7200.0,-98100.0,45.0,7.34%,sdc,
68,69,C37_P10,2012-07-16 00:00:00,2012-09-22,2012-07-26,796.37,17.2,820/780/725,0.22/0.24/0.28,3.65,58,10,11925.0,-99110.0,53.0,12.03%,tp,
69,70,C37_P10,2012-08-13 00:00:00,2012-10-20,2012-09-06,798.6,13.94,820/785/730,0.20/0.22/0.26,2.0,44,24,2925.0,-99225.0,45.0,2.95%,sdc,
70,71,C37_P10,2012-09-10 00:00:00,2012-11-17,2012-09-25,839.24,15.92,860/820/770,0.19/0.21/0.24,5.8,53,15,10395.0,-99855.0,63.0,10.41%,tp,
71,72,C37_P10,2012-10-15 00:00:00,2012-12-22,2012-10-31,826.31,15.42,845/810/765,0.19/0.21/0.23,4.25,52,16,10695.0,-98670.0,69.0,10.84%,tp,
72,73,C37_P10,2012-11-12 00:00:00,2013-01-19,2012-11-16,794.56,16.91,820/780/730,0.20/0.22/0.25,6.35,64,4,10500.0,-98400.0,60.0,10.67%,tp,
73,74,C37_P10,2012-12-10 00:00:00,2013-02-16,2013-01-02,825.55,16.04,850/810/760,0.18/0.20/0.23,6.45,45,23,-16050.0,-99000.0,60.0,-16.21%,sdc,
74,75,C37_P10,2013-01-07 00:00:00,2013-03-16,2013-01-22,876.11,13.73,895/860/810,0.17/0.19/0.22,3.85,53,15,650.0,-98280.0,52.0,0.66%,sdc,
75,76,C37_P10,2013-02-11 00:00:00,2013-04-20,2013-03-08,912.81,12.99,930/900/855,0.15/0.17/0.19,2.5,43,25,700.0,-98280.0,56.0,0.71%,sdc,
76,77,C37_P10,2013-03-11 00:00:00,2013-05-18,2013-04-03,941.23,11.82,960/925/880,0.15/0.16/0.19,5.5,45,23,13120.0,-99520.0,64.0,13.18%,tp,
77,78,C37_P10,2013-04-15 00:00:00,2013-06-22,2013-04-25,907.04,16.61,930/890/840,0.18/0.20/0.22,5.7,58,10,-10395.0,-99225.0,63.0,-10.48%,sdc,
78,79,C37_P10,2013-05-13 00:00:00,2013-07-20,2013-06-18,972.91,12.57,995/955/900,0.18/0.19/0.22,4.7,32,36,625.0,-98750.0,50.0,0.63%,sdc,
79,80,C37_P10,2013-06-10 00:00:00,2013-08-17,2013-06-20,991.92,15.44,1015/975/915,0.18/0.20/0.23,2.75,58,10,1720.0,-98040.0,43.0,1.75%,sdc,
80,81,C37_P10,2013-07-15 00:00:00,2013-09-21,2013-08-06,1042.74,13.63,1065/1025/970,0.17/0.18/0.21,4.25,46,22,10710.0,-98430.0,51.0,10.88%,tp,
81,82,C37_P10,2013-08-12 00:00:00,2013-10-19,2013-08-15,1053.03,12.94,1080/1040/980,0.17/0.18/0.21,3.6,65,3,-2100.0,-99330.0,42.0,-2.11%,sdc,
82,83,C37_P10,2013-09-09 00:00:00,2013-11-16,2013-10-01,1044.32,15.61,1070/1030/960,0.18/0.20/0.23,1.3,46,22,4185.0,-97185.0,31.0,4.31%,sdc,
83,84,C37_P10,2013-10-14 00:00:00,2013-12-21,2013-10-29,1089.11,15.98,1110/1070/1005,0.17/0.19/0.23,2.8,53,15,3325.0,-97475.0,35.0,3.41%,sdc,
84,85,C37_P10,2013-11-11 00:00:00,2014-01-18,2013-11-26,1102.33,12.49,1125/1085/1030,0.16/0.18/0.20,4.75,53,15,-2500.0,-99000.0,50.0,-2.53%,sdc,
85,86,C37_P10,2013-12-16 00:00:00,2014-02-22,2013-12-23,1119.61,15.96,1140/1100/1040,0.18/0.19/0.22,2.5,61,7,4400.0,-99220.0,44.0,4.43%,sdc,
86,87,C37_P10,2014-01-13 00:00:00,2014-03-22,2014-01-22,1141.93,13.6,1170/1120/1060,0.16/0.18/0.21,8.65,59,9,-12985.0,-99110.0,53.0,-13.10%,sdc,
87,88,C37_P10,2014-02-10 00:00:00,2014-04-19,2014-02-18,1116.9,15.31,1140/1100/1030,0.18/0.20/0.23,0.8,60,8,3840.0,-98720.0,32.0,3.89%,sdc,
88,89,C37_P10,2014-03-10 00:00:00,2014-05-17,2014-03-26,1196.97,14.4,1220/1180/1110,0.17/0.19/0.22,0.3,52,16,320.0,-97120.0,32.0,0.33%,sdc,
89,90,C37_P10,2014-04-14 00:00:00,2014-06-21,2014-04-22,1112.43,16.6,1140/1090/1020,0.21/0.23/0.26,4.2,60,8,2460.0,-99425.0,41.0,2.47%,sdc,
90,91,C37_P10,2014-05-12 00:00:00,2014-07-19,2014-05-14,1134.31,12.16,1160/1110/1050,0.17/0.19/0.21,8.0,66,2,10725.0,-99275.0,55.0,10.80%,tp,
91,92,C37_P10,2014-06-09 00:00:00,2014-08-16,2014-07-01,1173.65,11.32,1200/1150/1090,0.17/0.18/0.21,8.15,46,22,-5670.0,-98280.0,54.0,-5.77%,sdc,
92,93,C37_P10,2014-07-14 00:00:00,2014-09-20,2014-07-17,1165.61,11.68,1190/1150/1080,0.17/0.19/0.22,0.4,65,3,-6560.0,-97440.0,32.0,-6.73%,sdc,
93,94,C37_P10,2014-08-11 00:00:00,2014-10-18,2014-08-26,1141.33,14.12,1170/1120/1050,0.18/0.20/0.23,5.45,53,15,2145.0,-99450.0,39.0,2.16%,sdc,
94,95,C37_P10,2014-09-15 00:00:00,2014-11-22,2014-09-25,1147.7,14.0,1170/1130/1060,0.17/0.19/0.22,0.25,58,10,-2145.0,-99990.0,33.0,-2.15%,sdc,
95,96,C37_P10,2014-10-13 00:00:00,2014-12-20,2014-10-21,1051.29,23.47,1080/1030/955,0.23/0.25/0.28,3.05,60,8,1050.0,-98350.0,35.0,1.07%,sdc,
96,97,C37_P10,2014-11-10 00:00:00,2015-01-17,2014-12-15,1176.63,12.49,1200/1160/1090,0.17/0.18/0.22,1.05,33,35,480.0,-99520.0,32.0,0.48%,sdc,
97,98,C37_P10,2014-12-12 00:00:00,2015-02-20,2014-12-19,1154.33,21.4,1190/1130/1050,0.21/0.24/0.28,7.6,63,7,-4860.0,-99540.0,36.0,-4.88%,sdc,
98,99,C37_P10,2015-01-09 00:00:00,2015-03-20,2015-02-10,1188.63,17.29,1220/1170/1090,0.19/0.22/0.25,2.8,38,32,10350.0,-98550.0,30.0,10.50%,tp,
99,100,C37_P10,2015-02-06 00:00:00,2015-04-17,2015-02-26,1202.28,18.57,1230/1180/1100,0.20/0.22/0.26,2.2,50,20,7905.0,-99975.0,31.0,7.91%,sdc,
100,101,C37_P10,2015-03-06 00:00:00,2015-05-15,2015-03-18,1214.65,15.7,1240/1190/1120,0.17/0.19/0.22,5.05,58,12,-1950.0,-97890.0,39.0,-1.99%,sdc,
101,102,C37_P10,2015-04-10 00:00:00,2015-06-19,2015-04-17,1263.51,12.61,1290/1240/1180,0.15/0.17/0.20,7.3,63,7,10260.0,-98895.0,57.0,10.37%,tp,
102,103,C37_P10,2015-05-08 00:00:00,2015-07-17,2015-06-03,1234.41,12.72,1260/1210/1150,0.17/0.19/0.21,7.4,44,26,-5415.0,-99465.0,57.0,-5.44%,sdc,
103,104,C37_P10,2015-06-12 00:00:00,2015-08-21,2015-07-02,1264.68,13.72,1290/1240/1180,0.15/0.17/0.20,7.0,50,20,11310.0,-98890.0,58.0,11.44%,tp,
104,105,C37_P10,2015-07-10 00:00:00,2015-09-18,2015-07-21,1250.98,16.8,1280/1230/1150,0.17/0.19/0.23,2.85,59,11,10350.0,-98700.0,30.0,10.49%,tp,
105,106,C37_P10,2015-08-07 00:00:00,2015-10-16,2015-08-20,1204.41,13.8,1230/1180/1120,0.17/0.19/0.22,6.7,57,13,12095.0,-98825.0,59.0,12.24%,tp,
106,107,C37_P10,2015-09-11 00:00:00,2015-11-20,2015-09-23,1154.89,24.06,1190/1130/1050,0.21/0.24/0.28,6.5,58,12,11470.0,-98235.0,37.0,11.68%,tp,
107,108,C37_P10,2015-10-12 00:00:00,2015-12-19,2015-10-27,1163.98,16.23,1190/1140/1070,0.18/0.20/0.23,5.35,53,15,10725.0,-99060.0,39.0,10.83%,tp,
108,109,C37_P10,2015-11-06 00:00:00,2016-01-15,2015-11-12,1197.91,14.52,1220/1180/1110,0.18/0.19/0.23,-0.0,64,6,-6765.0,-99165.0,33.0,-6.82%,sdc,
109,110,C37_P10,2015-12-11 00:00:00,2016-02-19,2015-12-29,1118.06,25.08,1150/1100/1020,0.21/0.23/0.27,2.4,52,18,6600.0,-97350.0,30.0,6.78%,sdc,
110,111,C37_P10,2016-01-08 00:00:00,2016-03-18,2016-01-12,1049.92,25.76,1085/1025/950,0.23/0.26/0.29,8.35,66,4,10500.0,-98280.0,42.0,10.68%,tp,
111,112,C37_P10,2016-02-05 00:00:00,2016-04-15,2016-02-25,988.17,23.75,1020/970/890,0.25/0.28/0.32,1.45,50,20,9455.0,-97650.0,31.0,9.68%,sdc,
112,113,C37_P10,2016-03-11 00:00:00,2016-05-20,2016-03-28,1086.26,16.61,1110/1070/1000,0.19/0.21/0.25,-0.4,53,17,9900.0,-97845.0,33.0,10.12%,tp,
113,114,C37_P10,2016-04-08 00:00:00,2016-06-17,2016-04-18,1094.03,15.8,1120/1070/1010,0.19/0.21/0.24,7.1,60,10,-10150.0,-99470.0,58.0,-10.20%,sdc,
114,115,C37_P10,2016-05-06 00:00:00,2016-07-15,2016-05-27,1109.07,15.04,1140/1090/1020,0.19/0.21/0.24,5.55,49,21,1365.0,-99840.0,39.0,1.37%,sdc,
115,116,C37_P10,2016-06-10 00:00:00,2016-08-19,2016-06-27,1163.65,17.23,1190/1140/1070,0.18/0.21/0.24,5.0,53,17,195.0,-97695.0,39.0,0.20%,sdc,
116,117,C37_P10,2016-07-08 00:00:00,2016-09-16,2016-07-27,1175.4,13.37,1200/1160/1090,0.17/0.18/0.22,0.7,51,19,4320.0,-98400.0,32.0,4.39%,sdc,
117,118,C37_P10,2016-08-12 00:00:00,2016-10-21,2016-09-22,1229.74,11.44,1250/1210/1140,0.16/0.17/0.21,1.15,29,41,6880.0,-99840.0,32.0,6.89%,sdc,
118,119,C37_P10,2016-09-09 00:00:00,2016-11-18,2016-09-22,1224.11,16.76,1250/1200/1130,0.18/0.20/0.24,4.8,57,13,-2800.0,-99400.0,40.0,-2.82%,sdc,
119,120,C37_P10,2016-10-07 00:00:00,2016-12-16,2016-10-24,1236.43,13.37,1260/1210/1140,0.17/0.20/0.23,4.7,53,17,12600.0,-99000.0,40.0,12.73%,tp,
120,121,C37_P10,2016-11-11 00:00:00,2017-01-20,2016-11-22,1280.63,14.51,1310/1260/1180,0.18/0.20/0.24,3.35,59,11,-870.0,-96860.0,29.0,-0.90%,sdc,
121,122,C37_P10,2016-12-09 00:00:00,2017-02-17,2016-12-19,1388.35,11.85,1420/1360/1290,0.17/0.19/0.21,10.4,60,10,10560.0,-98160.0,48.0,10.76%,tp,
122,123,C37_P10,2017-01-06 00:00:00,2017-03-17,2017-01-24,1369.25,11.36,1400/1350/1270,0.16/0.18/0.22,3.85,52,18,10585.0,-98310.0,29.0,10.77%,tp,
123,124,C37_P10,2017-02-10 00:00:00,2017-04-21,2017-03-03,1388.05,10.8,1420/1370/1290,0.16/0.18/0.21,3.8,49,21,11165.0,-98165.0,29.0,11.37%,tp,
124,125,C37_P10,2017-03-10 00:00:00,2017-05-19,2017-03-28,1363.93,11.53,1390/1340/1270,0.16/0.17/0.20,5.75,52,18,10070.0,-98040.0,38.0,10.27%,tp,
125,126,C37_P10,2017-04-07 00:00:00,2017-06-16,2017-04-24,1364.47,12.96,1390/1340/1270,0.16/0.18/0.20,5.6,53,17,0.0,-97470.0,38.0,0.00%,sdc,
126,127,C37_P10,2017-05-12 00:00:00,2017-07-21,2017-05-30,1382.2,10.4,1410/1360/1300,0.15/0.16/0.18,8.55,52,18,12985.0,-98580.0,53.0,13.17%,tp,
127,128,C37_P10,2017-06-09 00:00:00,2017-08-18,2017-06-23,1418.1,11.49,1440/1400/1330,0.14/0.16/0.18,0.75,56,14,10080.0,-98560.0,32.0,10.23%,tp,
128,129,C37_P10,2017-07-07 00:00:00,2017-09-15,2017-07-20,1415.15,10.99,1440/1390/1330,0.13/0.15/0.18,8.35,57,13,-5940.0,-99360.0,54.0,-5.98%,sdc,
129,130,C37_P10,2017-08-11 00:00:00,2017-10-20,2017-08-31,1374.1,16.05,1400/1350/1270,0.16/0.18/0.22,3.35,50,20,4495.0,-96860.0,29.0,4.64%,sdc,
130,131,C37_P10,2017-09-08 00:00:00,2017-11-17,2017-09-18,1398.72,12.51,1420/1380/1310,0.14/0.16/0.19,0.7,60,10,4800.0,-98400.0,32.0,4.88%,sdc,
131,132,C37_P10,2017-10-06 00:00:00,2017-12-15,2017-10-27,1510.83,9.63,1530/1490/1420,0.13/0.14/0.17,1.35,49,21,9920.0,-97340.0,31.0,10.19%,tp,
132,133,C37_P10,2017-11-10 00:00:00,2018-01-19,2017-11-22,1477.53,11.08,1500/1460/1390,0.14/0.15/0.18,1.55,58,12,1085.0,-97960.0,31.0,1.11%,sdc,
133,134,C37_P10,2017-12-08 00:00:00,2018-02-16,2018-01-03,1521.95,9.71,1550/1500/1430,0.13/0.15/0.18,6.5,44,26,1295.0,-98235.0,37.0,1.32%,sdc,
134,135,C37_P10,2018-01-05 00:00:00,2018-03-16,2018-01-22,1557.0,9.32,1580/1540/1470,0.12/0.13/0.16,2.45,53,17,-1200.0,-97500.0,30.0,-1.23%,sdc,
135,136,C37_P10,2018-02-09 00:00:00,2018-04-20,2018-02-15,1478.65,29.65,1520/1450/1340,0.20/0.24/0.29,4.85,64,6,3080.0,-98780.0,22.0,3.12%,sdc,
136,137,C37_P10,2018-03-09 00:00:00,2018-05-18,2018-03-22,1597.42,14.68,1620/1570/1490,0.13/0.16/0.19,2.9,57,13,2100.0,-98850.0,30.0,2.12%,sdc,
137,138,C37_P10,2018-04-06 00:00:00,2018-06-15,2018-04-16,1514.22,21.47,1545/1490/1395,0.17/0.19/0.23,1.95,60,10,3795.0,-96600.0,23.0,3.93%,sdc,
138,139,C37_P10,2018-05-11 00:00:00,2018-07-20,2018-06-01,1608.03,12.8,1630/1590/1520,0.12/0.13/0.16,1.75,49,21,775.0,-98580.0,31.0,0.79%,sdc,
139,140,C37_P10,2018-06-08 00:00:00,2018-08-17,2018-07-09,1672.12,12.18,1690/1650/1580,0.11/0.12/0.16,1.55,39,31,1395.0,-97960.0,31.0,1.42%,sdc,
140,141,C37_P10,2018-07-13 00:00:00,2018-09-21,2018-08-03,1687.75,12.28,1710/1665/1590,0.12/0.14/0.17,1.6,49,21,11005.0,-98115.0,31.0,11.22%,tp,
141,142,C37_P10,2018-08-10 00:00:00,2018-10-19,2018-08-29,1689.47,13.47,1715/1670/1595,0.11/0.13/0.16,3.0,51,19,-150.0,-99150.0,30.0,-0.15%,sdc,
